"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL273170";"";"None";"230.10";"0";"2.60";"15";"CC1NC(N)=Nc2ccc(Cl)c(Cl)c21";"Ki";"'='";"260.0";"nM";"6.58";"";"";"UO_0000065";"28.62";"0.64";"3.99";"13.06";"0";"CHEMBL930819";"Displacement of [3H]LSD from human recombinant 5HT1D receptor expressed in HEK293-EBNA cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293-EBNA";"None";"";"";"";"CHEMBL1983";"Serotonin 1d (5-HT1d) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141581";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3833702";"";"";"";"260.0"
"CHEMBL158941";"";"None";"692.95";"1";"4.78";"R3C1, Table 3";"CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N(C)Cc3ccc(CN(C)S(=O)(=O)Cc4ccc5[nH]cc(CCN(C)C)c5c4)cc3)cc12";"Ki";"'='";"0.89";"nM";"9.05";"";"";"UO_0000065";"13.06";"0.26";"4.27";"8.02";"1";"CHEMBL965238";"Displacement of [3H]5-hydroxytryptamine from human cloned 5HT1D receptor expressed in CHOK1 cells by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1983";"Serotonin 1d (5-HT1d) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150432";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3307512";"";"";"";"0.89"
"CHEMBL248458";"";"None";"460.58";"0";"3.49";"6";"CCN1C(=O)COc2ccc(CN3CCN(CCOc4cccc5nc(C)ccc45)CC3)cc21";"Ki";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"19.54";"0.36";"5.51";"15.48";"0";"CHEMBL923324";"Displacement of [3H]5-HT from human recombinant 5HT1D receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1983";"Serotonin 1d (5-HT1d) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139760";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";"";"-9.0"
"CHEMBL246598";"";"None";"459.59";"0";"4.62";"2";"CCN1C(=O)COc2ccc(CC3CCN(CCOc4cccc5nc(C)ccc45)CC3)cc21";"Ki";"'='";"1.585";"nM";"8.80";"";"";"UO_0000065";"19.15";"0.35";"4.18";"16.03";"0";"CHEMBL923324";"Displacement of [3H]5-HT from human recombinant 5HT1D receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1983";"Serotonin 1d (5-HT1d) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139760";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";"";"-8.8"
"CHEMBL247609";"";"None";"464.54";"0";"3.23";"16";"Cc1ccc2c(OCCN3CCN(Cc4ccc5c(c4F)N(C)C(=O)CO5)CC3)cccc2n1";"Ki";"'='";"0.5012";"nM";"9.30";"";"";"UO_0000065";"20.02";"0.37";"6.07";"16.00";"0";"CHEMBL923324";"Displacement of [3H]5-HT from human recombinant 5HT1D receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1983";"Serotonin 1d (5-HT1d) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139760";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";"";"-9.3"
"CHEMBL192536";"";"None";"424.48";"0";"3.79";"5";"Cc1ccc2c(OCCN3CCN(Cc4ccc(F)c([N+](=O)[O-])c4)CC3)cccc2n1";"Ki";"'='";"7.943";"nM";"8.10";"";"";"UO_0000065";"19.08";"0.36";"4.31";"11.29";"0";"CHEMBL838507";"Displacement of [3H]5-HT from human 5-hydroxytryptamine 1D receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1983";"Serotonin 1d (5-HT1d) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139504";"1";"Scientific Literature";"J Med Chem";"2005";"CHEMBL3308072";"";"";"";"-8.1"
"CHEMBL318018";"";"None";"473.02";"0";"4.62";"6l";"Cc1sc2ccc(Cl)cc2c1S(=O)(=O)Nc1ccc2nccc(N3CCNCC3)c2c1";"Ki";"'='";"398.11";"nM";"6.40";"";"";"UO_0000065";"13.53";"0.28";"1.78";"8.61";"0";"CHEMBL616855";"Binding affinity to human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT as radioligand";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1983";"Serotonin 1d (5-HT1d) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134724";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"CHEMBL3308072";"";"";"";"-6.4"
"CHEMBL138873";"";"None";"288.46";"0";"3.81";"13b";"CN(C)CCn1ccc2ccc(C3CCSCC3)cc21";"Ki";"'='";"5.6";"nM";"8.25";"";"";"UO_0000065";"28.61";"0.56";"4.44";"101.00";"0";"CHEMBL616929";"Displacement of [3H]5-HT from human 5-hydroxytryptamine 1D receptor expressed in Chinese hamster ovary cells (CHO cells)";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1983";"Serotonin 1d (5-HT1d) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145755";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"CHEMBL3308072";"";"";"";"5.6"
"CHEMBL1289394";"";"None";"444.55";"0";"4.29";"18";"Cc1ccc2c(N3CCN(CCc4cccc5c4ccc(=O)n5C)[C@H](C)C3)cc(F)cc2n1";"Ki";"'='";"0.1259";"nM";"9.90";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1293143";"Antagonist activity at human 5-HT1D receptor expressed in CHO cells assessed as inhibition of GTPgammaS binding by scintillation proximity assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1983";"Serotonin 1d (5-HT1d) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1287678";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3308072";"";"";"";"9.9"
"CHEMBL1631538";"";"None";"418.54";"0";"4.48";"34";"CCOC(=O)Nc1cccc(CCN2CCN(c3cccc4nc(C)ccc34)CC2)c1";"Ki";"'='";"0.1259";"nM";"9.90";"";"";"UO_0000065";"23.65";"0.44";"5.42";"17.16";"0";"CHEMBL1635437";"Displacement of [3H]5-HT from human recombinant 5-HT1D receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1983";"Serotonin 1d (5-HT1d) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1629528";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308072";"";"";"";"9.9"
"CHEMBL1632220";"";"None";"417.56";"0";"4.05";"26";"CCNC(=O)Nc1cccc(CCN2CCN(c3cccc4nc(C)ccc34)CC2)c1";"Ki";"'='";"0.1585";"nM";"9.80";"";"";"UO_0000065";"23.47";"0.43";"5.75";"16.20";"0";"CHEMBL1635437";"Displacement of [3H]5-HT from human recombinant 5-HT1D receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1983";"Serotonin 1d (5-HT1d) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1629528";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308072";"";"";"";"9.8"
"CHEMBL1632217";"";"None";"452.56";"0";"3.95";"23";"Cc1ccc2c(N3CCN(CCc4cccc(NC(=O)c5cnccn5)c4)CC3)cccc2n1";"Ki";"'='";"0.1995";"nM";"9.70";"";"";"UO_0000065";"21.43";"0.39";"5.75";"13.06";"0";"CHEMBL1635437";"Displacement of [3H]5-HT from human recombinant 5-HT1D receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1983";"Serotonin 1d (5-HT1d) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1629528";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308072";"";"";"";"9.7"
"CHEMBL1632206";"";"None";"388.51";"0";"3.87";"12";"CC(=O)Nc1cccc(CCN2CCN(c3cccc4nc(C)ccc34)CC2)c1";"Ki";"'='";"0.2512";"nM";"9.60";"";"";"UO_0000065";"24.71";"0.45";"5.73";"19.81";"0";"CHEMBL1635437";"Displacement of [3H]5-HT from human recombinant 5-HT1D receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1983";"Serotonin 1d (5-HT1d) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1629528";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308072";"";"";"";"9.6"
"CHEMBL423127";"";"None";"451.61";"0";"4.51";"7k";"CCCN(CCCCN1C(=O)CC(C)(C)CC1=O)C1CCc2ccc3[nH]cc(C=O)c3c2C1";"Ki";"'='";"9.8";"nM";"8.01";"";"";"UO_0000065";"17.73";"0.33";"3.50";"10.90";"0";"CHEMBL617305";"In vitro binding affinity against cloned mammalian 5-hydroxytryptamine 1D receptor alpha expressed in CHO cells, by using [3H]5-HT as radioligand";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1983";"Serotonin 1d (5-HT1d) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128739";"1";"Scientific Literature";"J Med Chem";"1995";"CHEMBL3308072";"";"";"";"9.8"
"CHEMBL71907";"";"None";"395.50";"0";"2.62";"(R)-(+)-7";"COc1ccc(N2CCN(CC[C@H]3OCCc4cc(C(N)=O)ccc43)CC2)cc1";"Ki";"'='";"238.0";"nM";"6.62";"";"";"UO_0000065";"16.75";"0.31";"4.00";"9.74";"0";"CHEMBL616742";"The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 1D receptor from cloned gorilla membranes expressed in cultured HEK 293 cells";"B";"BAO_0000219";"cell-based format";"Gorilla gorilla";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1983";"Serotonin 1d (5-HT1d) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131250";"1";"Scientific Literature";"J Med Chem";"1998";"CHEMBL3307715";"";"";"";"238.0"
"CHEMBL304426";"";"None";"298.43";"0";"3.96";"5";"CCCN(CCC)C1CCc2ccc3[nH]cc(C=O)c3c2C1";"Ki";"'='";"173.0";"nM";"6.76";"";"";"UO_0000065";"22.66";"0.42";"2.80";"18.73";"0";"CHEMBL617092";"Binding affinity against 5-hydroxytryptamine 1D receptor alpha expressed in CHO-K1 cells, using [3H]-5-HT as the radioligand.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1983";"Serotonin 1d (5-HT1d) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128401";"1";"Scientific Literature";"J Med Chem";"1995";"CHEMBL3307512";"";"";"";"173.0"
"CHEMBL313714";"";"None";"462.57";"0";"3.61";"2";"OC[C@H](NC1CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)CC1)c1ccc(F)cc1";"Ki";"'='";"0.9";"nM";"9.05";"";"";"UO_0000065";"19.56";"0.36";"5.44";"11.03";"0";"CHEMBL616929";"Displacement of [3H]5-HT from human 5-hydroxytryptamine 1D receptor expressed in Chinese hamster ovary cells (CHO cells)";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1983";"Serotonin 1d (5-HT1d) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145755";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"CHEMBL3308072";"";"";"";"0.9"
"CHEMBL342323";"";"None";"829.10";"3";"7.15";"4o";"NCCc1c[nH]c2ccc(OCCCCCCNS(=O)(=O)c3ccc(-c4ccc(S(=O)(=O)NCCCCCCOc5ccc6[nH]cc(CCN)c6c5)cc4)cc3)cc12";"Ki";"'='";"0.45";"nM";"9.35";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL616928";"Ability to inhibit the forskolin-stimulated c-AMP formation mediated by human 5-hydroxytryptamine 1D receptor in CHO-K1 cells";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1983";"Serotonin 1d (5-HT1d) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129591";"1";"Scientific Literature";"J Med Chem";"1996";"CHEMBL3307512";"";"";"";"0.45"
"CHEMBL246599";"";"None";"474.61";"0";"3.88";"7";"CCCN1C(=O)COc2ccc(CN3CCN(CCOc4cccc5nc(C)ccc45)CC3)cc21";"Ki";"'='";"1.995";"nM";"8.70";"";"";"UO_0000065";"18.33";"0.34";"4.82";"14.96";"0";"CHEMBL923324";"Displacement of [3H]5-HT from human recombinant 5HT1D receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1983";"Serotonin 1d (5-HT1d) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139760";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";"";"-8.7"
"CHEMBL248457";"";"None";"432.52";"0";"3.07";"4";"Cc1ccc2c(OCCN3CCN(Cc4ccc5c(c4)NC(=O)CO5)CC3)cccc2n1";"Ki";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"18.50";"0.34";"4.93";"11.95";"0";"CHEMBL923324";"Displacement of [3H]5-HT from human recombinant 5HT1D receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1983";"Serotonin 1d (5-HT1d) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139760";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";"";"-8.0"
"CHEMBL246597";"";"None";"445.56";"0";"4.23";"1";"Cc1ccc2c(OCCN3CCC(Cc4ccc5c(c4)N(C)C(=O)CO5)CC3)cccc2n1";"Ki";"'='";"2.512";"nM";"8.60";"";"";"UO_0000065";"19.30";"0.36";"4.37";"15.66";"0";"CHEMBL923324";"Displacement of [3H]5-HT from human recombinant 5HT1D receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1983";"Serotonin 1d (5-HT1d) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139760";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";"";"-8.6"
"CHEMBL1241825";"";"None";"450.55";"0";"3.86";"18";"Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C#N)ncn4-5)CC3)cccc2n1";"Ki";"'='";"1.995";"nM";"8.70";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1248647";"Antagonist activity against human recombinant 5HT1D receptor expressed in CHO cells assessed as inhibition of 5HT-induced [35S]GTPgammaS binding by scintillation proximity assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1983";"Serotonin 1d (5-HT1d) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240442";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308072";"";"";"";"8.7"
"CHEMBL1242904";"";"None";"425.54";"0";"3.99";"6";"Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4nccn4-5)CC3)cccc2n1";"Ki";"'='";"0.1";"nM";"10.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1248647";"Antagonist activity against human recombinant 5HT1D receptor expressed in CHO cells assessed as inhibition of 5HT-induced [35S]GTPgammaS binding by scintillation proximity assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1983";"Serotonin 1d (5-HT1d) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240442";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308072";"";"";"";"10.0"
"CHEMBL277120";"";"None";"212.30";"0";"2.25";"1-naphthylpiperazine";"c1ccc2c(N3CCNCC3)cccc2c1";"Ki";"'='";"6.2";"nM";"8.21";"";"";"UO_0000065";"38.66";"0.70";"5.96";"53.75";"0";"CHEMBL616934";"Receptor binding affinity for cloned human 5-hydroxytryptamine 1D receptor in Cos-7 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"COS-7";"None";"";"";"";"CHEMBL1983";"Serotonin 1d (5-HT1d) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130252";"1";"Scientific Literature";"J Med Chem";"1997";"CHEMBL3307648";"";"";"";"6.2"
"CHEMBL490417";"";"None";"402.50";"0";"3.24";"1, SB-744185";"Cc1ccc2c(N3CCN(CCc4ccc5c(c4)NC(=O)CO5)CC3)cccc2n1";"Ki";"'='";"0.1585";"nM";"9.80";"";"";"UO_0000065";"24.35";"0.45";"6.56";"16.98";"0";"CHEMBL938540";"Displacement of [3H]5HT from human 5HT1D receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1983";"Serotonin 1d (5-HT1d) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152215";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3308072";"";"";"";"9.8"
