"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL2087327";"";"None";"469.59";"0";"1.68";"9b";"CC(C)n1c(=O)c(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3CC(O)CN(C)C(N)=O)cc2ccccc21";"Ki";"'='";"50.12";"nM";"7.30";"";"";"UO_0000065";"15.55";"0.29";"5.62";"6.04";"0";"CHEMBL2092044";"Displacement of [3H]GR113808 from human recombinant 5HT4c receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1875";"Serotonin 4 (5-HT4) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2086223";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3307715";"";"";"";"7.3"
"CHEMBL2179590";"";"None";"434.53";"0";"2.61";"2a";"CC(C)(O)COc1cccc2onc(OCC3CCN(CC4(O)CCOCC4)CC3)c12";"Ki";"'='";"3.6";"nM";"8.44";"";"";"UO_0000065";"19.43";"0.37";"5.83";"8.67";"0";"CHEMBL2185685";"Displacement of [3H]GR113808 from human 5HT4D receptor expressed in HEK293 cells after 30 mins by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1875";"Serotonin 4 (5-HT4) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2176907";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3307715";"";"";"";"3.6"
"CHEMBL2179589";"";"None";"418.53";"0";"3.49";"1f";"CC(C)COc1cccc2onc(OCC3CCN(CC4(O)CCOCC4)CC3)c12";"Ki";"'='";"0.36";"nM";"9.44";"";"";"UO_0000065";"22.56";"0.43";"5.95";"12.23";"0";"CHEMBL2185685";"Displacement of [3H]GR113808 from human 5HT4D receptor expressed in HEK293 cells after 30 mins by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1875";"Serotonin 4 (5-HT4) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2176907";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3307715";"";"";"";"0.36"
"CHEMBL442869";"";"None";"984.08";"4";"5.66";"14";"COc1cc(N)c(Cl)cc1C(=O)OCCN1CCC(NC(=O)CCCNCCCc2ccc(CCCNCCCC(=O)NC3CCN(CCOC(=O)c4cc(Cl)c(N)cc4OC)CC3)cc2)CC1";"Ki";"'='";"14.0";"nM";"7.85";"";"";"UO_0000065";"7.98";"0.16";"2.19";"3.71";"0";"CHEMBL962554";"Displacement of [3H]GR-113808 from human 5HT4 isoform E receptor expressed in rat C6 cells by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"C6";"None";"";"";"";"CHEMBL1875";"Serotonin 4 (5-HT4) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153823";"1";"Scientific Literature";"J Med Chem";"2009";"CHEMBL3308345";"";"";"";"14.0"
"CHEMBL431298";"";"None";"452.00";"0";"4.08";"1";"COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCNCC1";"Ki";"'='";"3981.07";"nM";"5.40";"";"";"UO_0000065";"11.95";"0.25";"1.32";"7.64";"0";"CHEMBL619010";"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 4 receptor in HeLa cells, using [3H]LSD as radioligand";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HeLa";"None";"";"";"";"CHEMBL1875";"Serotonin 4 (5-HT4) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135108";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"CHEMBL3308376";"";"";"";"-5.4"
"CHEMBL2059582";"";"None";"509.74";"2";"5.01";"8b";"COC[C@@H]1CCCN1CCCCCCN1[C@@H]2CC[C@H]1C[C@@H](NC(=O)c1nn(C(C)C)c3ccccc13)C2";"Ki";"'='";"0.7943";"nM";"9.10";"";"";"UO_0000065";"17.85";"0.34";"4.09";"14.53";"0";"CHEMBL2060286";"Displacement of [3H]GR113808 from human recombinant 5HT4C receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1875";"Serotonin 4 (5-HT4) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2057108";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3307715";"";"";"";"9.1"
"CHEMBL538706";"";"None";"534.79";"2";"6.13";"7o";"CC(C)n1c(=O)c(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3CCCCCCCCN2CCCCC2)cc2ccccc21";"Ki";"'='";"3.162";"nM";"8.50";"";"";"UO_0000065";"15.89";"0.30";"2.37";"14.76";"0";"CHEMBL1051848";"Displacement of [H]GR-113808 from human 5HT4C receptor expressed in HEK293 cells by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1875";"Serotonin 4 (5-HT4) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153520";"1";"Scientific Literature";"J Med Chem";"2009";"CHEMBL3307715";"";"";"";"8.5"
"CHEMBL550530";"";"None";"474.03";"0";"0.70";"6p";"COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCN2CCN(S(C)(=O)=O)CC2)CC1";"Ki";"'='";"125.89";"nM";"6.90";"";"";"UO_0000065";"14.56";"0.30";"6.20";"6.38";"0";"CHEMBL1051848";"Displacement of [H]GR-113808 from human 5HT4C receptor expressed in HEK293 cells by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1875";"Serotonin 4 (5-HT4) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153520";"1";"Scientific Literature";"J Med Chem";"2009";"CHEMBL3307715";"";"";"";"6.9"
"CHEMBL556326";"";"None";"613.87";"1";"4.23";"7r";"CC(C)n1c(=O)c(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3CCCCCCCCN2CCN(S(C)(=O)=O)CC2)cc2ccccc21";"Ki";"'='";"15.85";"nM";"7.80";"";"";"UO_0000065";"12.71";"0.25";"3.57";"8.21";"0";"CHEMBL1051848";"Displacement of [H]GR-113808 from human 5HT4C receptor expressed in HEK293 cells by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1875";"Serotonin 4 (5-HT4) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153520";"1";"Scientific Literature";"J Med Chem";"2009";"CHEMBL3307715";"";"";"";"7.8"
"CHEMBL553658";"";"None";"302.38";"0";"1.69";"4c";"CC(C)n1c(=O)n(C(=O)NC2CCNCC2)c2ccccc21";"Ki";"'='";"1584.89";"nM";"5.80";"";"";"UO_0000065";"19.18";"0.36";"4.11";"8.52";"0";"CHEMBL1051848";"Displacement of [H]GR-113808 from human 5HT4C receptor expressed in HEK293 cells by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1875";"Serotonin 4 (5-HT4) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153520";"1";"Scientific Literature";"J Med Chem";"2009";"CHEMBL3307715";"";"";"";"5.8"
"CHEMBL551941";"";"None";"409.57";"0";"4.50";"7b";"CCCCCN1[C@@H]2CC[C@H]1C[C@@H](NC(=O)c1cc3ccccc3n(C(C)C)c1=O)C2";"Ki";"'='";"63.1";"nM";"7.20";"";"";"UO_0000065";"17.58";"0.33";"2.70";"13.25";"0";"CHEMBL1051848";"Displacement of [H]GR-113808 from human 5HT4C receptor expressed in HEK293 cells by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1875";"Serotonin 4 (5-HT4) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153520";"1";"Scientific Literature";"J Med Chem";"2009";"CHEMBL3307715";"";"";"";"7.2"
"CHEMBL562400";"";"None";"451.66";"1";"5.67";"7c";"CCCCCCCCN1[C@@H]2CC[C@H]1C[C@@H](NC(=O)c1cc3ccccc3n(C(C)C)c1=O)C2";"Ki";"'='";"63.1";"nM";"7.20";"";"";"UO_0000065";"15.94";"0.30";"1.53";"13.25";"0";"CHEMBL1051848";"Displacement of [H]GR-113808 from human 5HT4C receptor expressed in HEK293 cells by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1875";"Serotonin 4 (5-HT4) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153520";"1";"Scientific Literature";"J Med Chem";"2009";"CHEMBL3307715";"";"";"";"7.2"
"CHEMBL559317";"";"None";"554.69";"1";"4.77";"7h";"CC(C)n1c(=O)c(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3CCCCCN2C(=O)c3ccccc3C2=O)cc2ccccc21";"Ki";"'='";"15.85";"nM";"7.80";"";"";"UO_0000065";"14.06";"0.26";"3.03";"8.50";"0";"CHEMBL1051848";"Displacement of [H]GR-113808 from human 5HT4C receptor expressed in HEK293 cells by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1875";"Serotonin 4 (5-HT4) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153520";"1";"Scientific Literature";"J Med Chem";"2009";"CHEMBL3307715";"";"";"";"7.8"
"CHEMBL558719";"";"None";"492.71";"0";"4.96";"7n";"CC(C)n1c(=O)c(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3CCCCCN2CCCCC2)cc2ccccc21";"Ki";"'='";"5.012";"nM";"8.30";"";"";"UO_0000065";"16.85";"0.31";"3.34";"14.41";"0";"CHEMBL1051848";"Displacement of [H]GR-113808 from human 5HT4C receptor expressed in HEK293 cells by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1875";"Serotonin 4 (5-HT4) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153520";"1";"Scientific Literature";"J Med Chem";"2009";"CHEMBL3307715";"";"";"";"8.3"
"CHEMBL332553";"";"None";"390.87";"0";"2.30";"9x";"COc1cc(N)c(Cl)cc1C(=O)OCCN1CCN(c2ccccn2)CC1";"Ki";"'='";"1.5";"nM";"8.82";"";"";"UO_0000065";"22.58";"0.45";"6.52";"10.90";"0";"CHEMBL620706";"Binding affinity was determined against cloned 5-hydroxytryptamine 4E receptor isoform expressed in C6 glial cells incubated with 0.2 nM [3H]GR-113808";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"C6";"None";"";"";"";"CHEMBL1875";"Serotonin 4 (5-HT4) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133682";"1";"Scientific Literature";"J Med Chem";"2000";"CHEMBL3308345";"";"";"";"1.5"
"CHEMBL33884";"";"None";"393.51";"0";"1.60";"GR-113808";"Cn1cc(C(=O)OCC2CCN(CCNS(C)(=O)=O)CC2)c2ccccc21";"Ki";"'='";"0.5";"nM";"9.30";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL894634";"Displacement of [3H]GR-113808 from human 5HT4e receptor expressed in C6 cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"C6";"None";"";"";"";"CHEMBL1875";"Serotonin 4 (5-HT4) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148748";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3308345";"";"";"";"0.5"
"CHEMBL1632171";"";"None";"385.46";"0";"2.34";"27";"O=C(O)CCN1CCC(CNC(=O)c2c3n(c4ccccc24)CCCO3)CC1";"Ki";"'='";"1.122";"nM";"8.95";"";"";"UO_0000065";"23.22";"0.44";"6.61";"10.68";"0";"CHEMBL1640597";"Displacement of [3H]GR113808 from human 5HT4 receptor expressed in HEK293 cells by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1875";"Serotonin 4 (5-HT4) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1629440";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3307715";"";"";"";"8.95"
"CHEMBL2059590";"";"None";"466.63";"0";"2.51";"14, TD-2749";"CC(=O)N1CCN(CCN2[C@@H]3CC[C@H]2C[C@@H](NC(=O)c2nn(C(C)C)c4ccccc24)C3)CC1";"Ki";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"17.14";"0.32";"5.49";"10.85";"0";"CHEMBL2060286";"Displacement of [3H]GR113808 from human recombinant 5HT4C receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1875";"Serotonin 4 (5-HT4) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2057108";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3307715";"";"";"";"8.0"
"CHEMBL356359";"PIBOSEROD";"2.0";"369.51";"0";"3.67";"SB207266";"CCCCN1CCC(CNC(=O)c2c3n(c4ccccc24)CCCO3)CC1";"Ki";"'='";"0.1";"nM";"10.00";"";"";"UO_0000065";"27.06";"0.51";"6.33";"21.51";"0";"CHEMBL2447590";"Displacement of [3H]GR113808 from human 5HT4B receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1875";"Serotonin 4 (5-HT4) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2440066";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"CHEMBL3307715";"";"";"";"10.0"
"CHEMBL558259";"";"None";"450.63";"0";"3.79";"7m";"CC(C)n1c(=O)c(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3CCN2CCCCC2)cc2ccccc21";"Ki";"'='";"79.43";"nM";"7.10";"";"";"UO_0000065";"15.76";"0.29";"3.31";"12.33";"0";"CHEMBL1051848";"Displacement of [H]GR-113808 from human 5HT4C receptor expressed in HEK293 cells by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1875";"Serotonin 4 (5-HT4) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153520";"1";"Scientific Literature";"J Med Chem";"2009";"CHEMBL3307715";"";"";"";"7.1"
"CHEMBL420166";"";"None";"403.91";"0";"2.91";"9q";"COc1cc(N)c(Cl)cc1C(=O)OCCN1CCN(Cc2ccccc2)CC1";"Ki";"'='";"240.0";"nM";"6.62";"";"";"UO_0000065";"16.39";"0.32";"3.71";"9.73";"0";"CHEMBL620706";"Binding affinity was determined against cloned 5-hydroxytryptamine 4E receptor isoform expressed in C6 glial cells incubated with 0.2 nM [3H]GR-113808";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"C6";"None";"";"";"";"CHEMBL1875";"Serotonin 4 (5-HT4) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133682";"1";"Scientific Literature";"J Med Chem";"2000";"CHEMBL3308345";"";"";"";"240.0"
"CHEMBL414628";"";"None";"499.37";"0";"2.46";"34";"COc1ccc(S(=O)(=O)N2CCc3ccc(I)cc32)cc1N1CCNCC1";"Ki";"'='";"3981.07";"nM";"5.40";"";"";"UO_0000065";"10.81";"0.27";"2.94";"8.73";"0";"CHEMBL619007";"Compound was evaluated for the binding affinity against human cloned 5-hydroxytryptamine 4 receptor in HeLa cells using [3H]-LSD as the radioligand";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HeLa";"None";"";"";"";"CHEMBL1875";"Serotonin 4 (5-HT4) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134050";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"CHEMBL3308376";"";"";"";"5.4"
"CHEMBL125670";"";"None";"424.33";"0";"3.56";"9d";"COc1cc(N)c(Cl)cc1C(=O)OCCN1CCN(c2ccccc2Cl)CC1";"Ki";"'='";"296.0";"nM";"6.53";"";"";"UO_0000065";"15.39";"0.32";"2.97";"9.60";"0";"CHEMBL620706";"Binding affinity was determined against cloned 5-hydroxytryptamine 4E receptor isoform expressed in C6 glial cells incubated with 0.2 nM [3H]GR-113808";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"C6";"None";"";"";"";"CHEMBL1875";"Serotonin 4 (5-HT4) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133682";"1";"Scientific Literature";"J Med Chem";"2000";"CHEMBL3308345";"";"";"";"296.0"
"CHEMBL123377";"";"None";"389.88";"0";"2.91";"9a";"COc1cc(N)c(Cl)cc1C(=O)OCCN1CCN(c2ccccc2)CC1";"Ki";"'='";"14.3";"nM";"7.84";"";"";"UO_0000065";"20.12";"0.40";"4.93";"11.53";"0";"CHEMBL620706";"Binding affinity was determined against cloned 5-hydroxytryptamine 4E receptor isoform expressed in C6 glial cells incubated with 0.2 nM [3H]GR-113808";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"C6";"None";"";"";"";"CHEMBL1875";"Serotonin 4 (5-HT4) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133682";"1";"Scientific Literature";"J Med Chem";"2000";"CHEMBL3308345";"";"";"";"14.3"
"CHEMBL421256";"";"None";"407.87";"0";"3.05";"9j";"COc1cc(N)c(Cl)cc1C(=O)OCCN1CCN(c2ccccc2F)CC1";"Ki";"'='";"16.8";"nM";"7.78";"";"";"UO_0000065";"19.06";"0.38";"4.72";"11.43";"0";"CHEMBL620706";"Binding affinity was determined against cloned 5-hydroxytryptamine 4E receptor isoform expressed in C6 glial cells incubated with 0.2 nM [3H]GR-113808";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"C6";"None";"";"";"";"CHEMBL1875";"Serotonin 4 (5-HT4) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133682";"1";"Scientific Literature";"J Med Chem";"2000";"CHEMBL3308345";"";"";"";"16.8"
