"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL1834334";"";"None";"377.30";"0";"2.98";"29";"CCN/C(=N\S(=O)(=O)c1cc(Cl)cc(Cl)c1)N1CC(CC)C=N1";"Ki";"'='";"21.9";"nM";"7.66";"";"";"UO_0000065";"20.30";"0.45";"4.68";"10.33";"0";"CHEMBL1839301";"Displacement of [3H]-methyllysergic acid diethylamide from human 5-HT6 receptor expressed in CHO cells after 30 mins by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1833864";"1";"Scientific Literature";"J Med Chem";"2011";"CHEMBL3308072";"";"";"";"21.9"
"CHEMBL175835";"";"None";"427.96";"0";"4.88";"19e";"CN(C)CCc1c[nH]c2ccc(NS(=O)(=O)c3ccc4c(Cl)cccc4c3)cc12";"Ki";"'='";"0.2";"nM";"9.70";"";"";"UO_0000065";"22.66";"0.46";"4.82";"14.88";"0";"CHEMBL826384";"Inhibition of [3H]LSD binding to human 5-hydroxytryptamine 6 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145196";"1";"Scientific Literature";"J Med Chem";"2005";"CHEMBL3307715";"";"";"";"0.2"
"CHEMBL370779";"";"None";"341.44";"0";"2.29";"6";"O=S(=O)(c1ccccc1)n1ccc2c(N3CCNCC3)cccc21";"Ki";"'='";"0.3162";"nM";"9.50";"";"";"UO_0000065";"27.82";"0.54";"7.21";"17.48";"0";"CHEMBL872163";"Displacement of [3H]LSD from human 5-hydroxytryptamine 6 receptor expressed in HeLa cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143480";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3308376";"";"";"";"-9.5"
"CHEMBL175884";"";"None";"474.05";"1";"5.78";"19r";"Cc1c(S(=O)(=O)Nc2ccc3[nH]cc(CCN4CCCC4)c3c2)sc2ccc(Cl)cc12";"Ki";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"17.72";"0.37";"2.62";"12.88";"0";"CHEMBL826384";"Inhibition of [3H]LSD binding to human 5-hydroxytryptamine 6 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145196";"1";"Scientific Literature";"J Med Chem";"2005";"CHEMBL3307715";"";"";"";"4.0"
"CHEMBL362063";"";"None";"474.05";"1";"5.95";"20a";"Cc1c(S(=O)(=O)Nc2ccc3[nH]cc(C4CCN(C)CC4)c3c2)sc2ccc(Cl)cc12";"Ki";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"18.99";"0.40";"3.05";"13.80";"0";"CHEMBL826384";"Inhibition of [3H]LSD binding to human 5-hydroxytryptamine 6 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145196";"1";"Scientific Literature";"J Med Chem";"2005";"CHEMBL3307715";"";"";"";"1.0"
"CHEMBL1112";"ARIPIPRAZOLE";"4.0";"448.39";"0";"4.86";"Aripiprazole";"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1";"Ki";"'='";"199.53";"nM";"6.70";"";"";"UO_0000065";"14.94";"0.31";"1.84";"14.95";"0";"CHEMBL895624";"Displacement of [3H]LSD from human 5HT6 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148822";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3307715";"";"";"";"-6.7"
"CHEMBL1642417";"";"None";"411.57";"0";"4.14";"7f";"CCN1CCN(c2cn(S(=O)(=O)c3ccc(C(C)C)cc3)c3ccccc23)CC1";"Ki";"'='";"8.6";"nM";"8.07";"";"";"UO_0000065";"19.60";"0.38";"3.93";"17.71";"0";"CHEMBL1647453";"Displacement of [3H]LSD from human cloned 5HT6 receptor expressed in human HeLa cells by glass fiber filtration assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641587";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3308376";"";"";"";"8.6"
"CHEMBL1642421";"";"None";"476.44";"0";"4.52";"7j";"CC(C)c1ccc(S(=O)(=O)n2cc(N3CCN(C)CC3)c3cc(Br)ccc32)cc1";"Ki";"'='";"23.2";"nM";"7.63";"";"";"UO_0000065";"16.02";"0.36";"3.11";"16.76";"0";"CHEMBL1647453";"Displacement of [3H]LSD from human cloned 5HT6 receptor expressed in human HeLa cells by glass fiber filtration assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641587";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3308376";"";"";"";"23.2"
"CHEMBL1642426";"";"None";"446.02";"0";"4.80";"7o";"CCN1CCN(c2cn(S(=O)(=O)c3ccc(C(C)C)cc3)c3ccc(Cl)cc23)CC1";"Ki";"'='";"30.5";"nM";"7.52";"";"";"UO_0000065";"16.85";"0.34";"2.72";"16.50";"0";"CHEMBL1647453";"Displacement of [3H]LSD from human cloned 5HT6 receptor expressed in human HeLa cells by glass fiber filtration assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641587";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3308376";"";"";"";"30.5"
"CHEMBL1642427";"";"None";"433.96";"0";"3.68";"7p";"CCN1CCN(c2cn(S(=O)(=O)c3ccc(OC)cc3)c3cc(Cl)ccc23)CC1";"Ki";"'='";"82.3";"nM";"7.08";"";"";"UO_0000065";"16.33";"0.33";"3.40";"12.93";"0";"CHEMBL1647453";"Displacement of [3H]LSD from human cloned 5HT6 receptor expressed in human HeLa cells by glass fiber filtration assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641587";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3308376";"";"";"";"82.3"
"CHEMBL317535";"";"None";"260.34";"0";"2.45";"42";"CCOC(=O)c1[nH]c2ccccc2c1CCN(C)C";"Ki";"'='";"20.0";"nM";"7.70";"";"";"UO_0000065";"29.57";"0.55";"5.25";"16.98";"0";"CHEMBL618094";"Binding affinity as displacement of [3H]5-HT binding to 5-hydroxytryptamine 6 receptor in HeLa cells.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134783";"1";"Scientific Literature";"J Med Chem";"2001";"CHEMBL3308376";"";"";"";"20.0"
"CHEMBL42";"CLOZAPINE";"4.0";"326.83";"0";"3.72";"clozapine";"CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1";"Ki";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"25.70";"0.50";"4.68";"27.20";"1";"CHEMBL4625523";"Displacement of [3H]-LSD from human 5-HT6 receptor expresssed in stable HEK cell membrane incubated for 90 mins by microbeta counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4622954";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";"";"";"";"4.0"
"CHEMBL180582";"";"None";"445.59";"1";"5.44";"20f";"CN1CCC(c2c[nH]c3ccc(NS(=O)(=O)c4ccc(-c5ccccc5)cc4)cc23)CC1";"Ki";"'='";"6.8";"nM";"8.17";"";"";"UO_0000065";"18.33";"0.35";"2.73";"12.53";"0";"CHEMBL826384";"Inhibition of [3H]LSD binding to human 5-hydroxytryptamine 6 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145196";"1";"Scientific Literature";"J Med Chem";"2005";"CHEMBL3307715";"";"";"";"6.8"
"CHEMBL179592";"";"None";"338.43";"0";"3.26";"15a";"O=S(=O)(c1ccccc1)n1cc(C2=CCNCC2)c2ccccc21";"Ki";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"25.70";"0.50";"5.44";"17.02";"0";"CHEMBL829676";"Binding affinity against cloned human 5-hydroxytryptamine 6 receptor expressed in HeLa cells using [3H]LSD";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141885";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3308376";"";"";"";"2.0"
"CHEMBL362220";"";"None";"406.43";"0";"4.27";"15o";"O=S(=O)(c1ccc(C(F)(F)F)cc1)n1cc(C2=CCNCC2)c2ccccc21";"Ki";"'='";"20.0";"nM";"7.70";"";"";"UO_0000065";"18.94";"0.38";"3.43";"15.07";"0";"CHEMBL829676";"Binding affinity against cloned human 5-hydroxytryptamine 6 receptor expressed in HeLa cells using [3H]LSD";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141885";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3308376";"";"";"";"20.0"
"CHEMBL329329";"";"None";"376.46";"0";"3.92";"43";"COc1cccc(Cc2noc(-c3[nH]c4ccccc4c3CCN(C)C)n2)c1";"Ki";"'='";"1.3";"nM";"8.89";"";"";"UO_0000065";"23.60";"0.43";"4.97";"13.23";"0";"CHEMBL618094";"Binding affinity as displacement of [3H]5-HT binding to 5-hydroxytryptamine 6 receptor in HeLa cells.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134783";"1";"Scientific Literature";"J Med Chem";"2001";"CHEMBL3308376";"";"";"";"1.3"
"CHEMBL363827";"";"None";"356.42";"0";"3.39";"8b";"O=S(=O)(c1ccccc1F)n1cc(C2=CCCNC2)c2ccccc21";"Ki";"'='";"9.2";"nM";"8.04";"";"";"UO_0000065";"22.55";"0.44";"4.65";"15.73";"0";"CHEMBL884801";"Displacement of [3H]LSD from cloned human 5-hydroxytryptamine 6 receptor expressed in HeLa cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143466";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3308376";"";"";"";"9.2"
"CHEMBL371318";"";"None";"380.92";"0";"4.06";"9t";"O=S(=O)(c1ccc(Cl)s1)n1cc(C2CCCNC2)c2ccccc21";"Ki";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"22.37";"0.48";"4.46";"16.68";"0";"CHEMBL884801";"Displacement of [3H]LSD from cloned human 5-hydroxytryptamine 6 receptor expressed in HeLa cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143466";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3308376";"";"";"";"3.0"
"CHEMBL194834";"";"None";"374.89";"0";"3.83";"10i";"O=S(=O)(c1ccc(Cl)cc1)n1cc(C[C@@H]2CCCN2)c2ccccc21";"Ki";"'='";"49.0";"nM";"7.31";"";"";"UO_0000065";"19.50";"0.40";"3.48";"14.30";"0";"CHEMBL884801";"Displacement of [3H]LSD from cloned human 5-hydroxytryptamine 6 receptor expressed in HeLa cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143466";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3308376";"";"";"";"49.0"
"CHEMBL198827";"";"None";"480.37";"0";"4.12";"11j";"CN1CCC[C@H]1Cc1cn(S(=O)(=O)c2ccc(I)cc2)c2ccccc12";"Ki";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"17.74";"0.45";"4.40";"20.14";"0";"CHEMBL884801";"Displacement of [3H]LSD from cloned human 5-hydroxytryptamine 6 receptor expressed in HeLa cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143466";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3308376";"";"";"";"3.0"
"CHEMBL401294";"";"None";"312.37";"0";"2.62";"Table 1 R3C4";"O=[N+]([O-])c1ccc(N2CCNCC2)cc1NCc1ccccc1";"Ki";"'='";"28.0";"nM";"7.55";"";"";"UO_0000065";"24.18";"0.45";"4.93";"10.72";"0";"CHEMBL924411";"Displacement of [3H]LSD from 5HT6 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140533";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307715";"";"";"";"28.0"
"CHEMBL248844";"";"None";"340.43";"0";"3.00";"9";"CN1CCN(c2ccc([N+](=O)[O-])c(NCCc3ccccc3)c2)CC1";"Ki";"'='";"119.0";"nM";"6.92";"";"";"UO_0000065";"20.34";"0.38";"3.92";"11.23";"0";"CHEMBL924411";"Displacement of [3H]LSD from 5HT6 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140533";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307715";"";"";"";"119.0"
"CHEMBL366012";"";"None";"501.47";"2";"5.69";"13u";"O=S(=O)(c1ccc(Br)s1)n1cc(C2CCN(Cc3ccccc3)C2)c2ccccc21";"Ki";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"16.04";"0.37";"2.36";"19.02";"0";"CHEMBL884801";"Displacement of [3H]LSD from cloned human 5-hydroxytryptamine 6 receptor expressed in HeLa cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143466";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3308376";"";"";"";"9.0"
"CHEMBL606638";"";"None";"438.38";"0";"4.91";"(R)-13u";"CN1CCC[C@@H]1Cc1c[nH]c2ccc(NS(=O)(=O)c3ccc(Cl)c(Cl)c3)cc12";"Ki";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"20.53";"0.44";"4.09";"13.80";"0";"CHEMBL830434";"Inhibition of [3H]LSD binding to human 5-hydroxytryptamine 6 receptor expressed in HeLa cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141169";"1";"Scientific Literature";"J Med Chem";"2005";"CHEMBL3308376";"";"";"";"1.0"
"CHEMBL177605";"";"None";"433.99";"1";"5.21";"19a";"Cc1c(S(=O)(=O)Nc2ccc3[nH]cc(CN(C)C)c3c2)sc2ccc(Cl)cc12";"Ki";"'='";"5.3";"nM";"8.28";"";"";"UO_0000065";"19.07";"0.40";"3.07";"12.69";"0";"CHEMBL826384";"Inhibition of [3H]LSD binding to human 5-hydroxytryptamine 6 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145196";"1";"Scientific Literature";"J Med Chem";"2005";"CHEMBL3307715";"";"";"";"5.3"
"CHEMBL177124";"";"None";"440.40";"1";"5.16";"19k";"CCN(CC)CCc1c[nH]c2ccc(NS(=O)(=O)c3cc(Cl)cc(Cl)c3)cc12";"Ki";"'='";"9.3";"nM";"8.03";"";"";"UO_0000065";"18.24";"0.39";"2.87";"12.32";"0";"CHEMBL826384";"Inhibition of [3H]LSD binding to human 5-hydroxytryptamine 6 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3371";"Serotonin 6 (5-HT6) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145196";"1";"Scientific Literature";"J Med Chem";"2005";"CHEMBL3307715";"";"";"";"9.3"
