"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL197990";"";"None";"448.64";"0";"4.83";"6k";"CC(=O)N1CCC(C)c2c(C)ccc(CCN3CCN(c4nsc5ccccc45)CC3)c21";"Ki";"'='";"0.75";"nM";"9.12";"";"";"UO_0000065";"20.34";"0.39";"4.29";"23.00";"0";"CHEMBL872403";"Binding affinity for 5-hydroxytryptamine 2A receptor expressed in 3T3 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL224";"Serotonin 2a (5-HT2a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140391";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3307716";"";"";"";"0.75"
"CHEMBL4741978";"";"None";"584.79";"2";"5.31";"48";"C#CCN(C)Cc1ccc(OCCCCCN2CCN(c3cccc4c3ccn4S(=O)(=O)c3ccccc3)CC2)cc1";"Ki";"'='";"420.0";"nM";"6.38";"";"";"UO_0000065";"10.90";"0.21";"1.07";"10.99";"0";"CHEMBL4711039";"Displacement of [3H]-Ketanserin from human 5HT2A receptor expressed in CHOK1 cells incubated at 27 degree C for 1 hr by microbeta plate reader analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL224";"Serotonin 2a (5-HT2a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4706587";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 1.0 hr";"BINDING AGENT";"";"420.0"
"CHEMBL263881";"LYSERGIDE";"2.0";"323.44";"0";"2.91";"LSD";"CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1";"Ki";"'='";"2.6";"nM";"8.59";"";"";"UO_0000065";"26.54";"0.49";"5.68";"21.82";"0";"CHEMBL956488";"Displacement of [3H]ketanserin from human 5HT2A receptor expressed in human A549 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"A549";"None";"";"";"";"CHEMBL224";"Serotonin 2a (5-HT2a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150367";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"CHEMBL3307651";"";"";"";"2.6"
"CHEMBL232047";"";"None";"451.54";"0";"4.60";"18";"COc1ccc(N2Cc3c(c4ccc(F)cc4n3C)C2=O)cc1OCCN1CCC(C)CC1";"Ki";"'='";"251.19";"nM";"6.60";"";"";"UO_0000065";"14.62";"0.27";"2.00";"14.06";"0";"CHEMBL889893";"Displacement of [3H]ketanserin from human 5HT2A receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL224";"Serotonin 2a (5-HT2a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146275";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307715";"";"";"";"-6.6"
"CHEMBL395098";"";"None";"451.54";"0";"4.60";"17";"COc1ccc(N2Cc3c(c4cccc(F)c4n3C)C2=O)cc1OCCN1CCC(C)CC1";"Ki";"'='";"251.19";"nM";"6.60";"";"";"UO_0000065";"14.62";"0.27";"2.00";"14.06";"0";"CHEMBL889893";"Displacement of [3H]ketanserin from human 5HT2A receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL224";"Serotonin 2a (5-HT2a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146275";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307715";"";"";"";"-6.6"
"CHEMBL232045";"";"None";"468.00";"1";"5.11";"15";"COc1ccc(N2Cc3c(c4ccc(Cl)cc4n3C)C2=O)cc1OCCN1CCC(C)CC1";"Ki";"'='";"251.19";"nM";"6.60";"";"";"UO_0000065";"14.10";"0.27";"1.49";"14.06";"0";"CHEMBL889893";"Displacement of [3H]ketanserin from human 5HT2A receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL224";"Serotonin 2a (5-HT2a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146275";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307715";"";"";"";"-6.6"
"CHEMBL231833";"";"None";"449.55";"0";"4.22";"14";"COc1ccc2c(c1)c1c(n2C)CN(c2ccc(OC)c(OCCN3CCCCC3)c2)C1=O";"Ki";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"13.35";"0.25";"1.78";"10.68";"0";"CHEMBL889893";"Displacement of [3H]ketanserin from human 5HT2A receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL224";"Serotonin 2a (5-HT2a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146275";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307715";"";"";"";"-6.0"
"CHEMBL233442";"";"None";"422.55";"0";"4.94";"23";"COc1ccc(N2Cc3sc4ccccc4c3C2=O)cc1OCCN1CCCCC1";"Ki";"'='";"398.11";"nM";"6.40";"";"";"UO_0000065";"15.15";"0.29";"1.46";"15.23";"0";"CHEMBL889893";"Displacement of [3H]ketanserin from human 5HT2A receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL224";"Serotonin 2a (5-HT2a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146275";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307715";"";"";"";"-6.4"
"CHEMBL158973";"";"None";"161.31";"0";"2.08";"5e";"CN(C)CCSC(C)(C)C";"Ki";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"43.39";"0.96";"4.92";"216.05";"0";"CHEMBL617081";"Binding affinity towards human 5-hydroxytryptamine 2A receptor by the displacement of [3H]ketanserin radioligand from the cloned receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL224";"Serotonin 2a (5-HT2a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147426";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"CHEMBL3308072";"";"";"";"100.0"
"CHEMBL408155";"";"None";"285.37";"0";"3.23";"18c";"CC(C)(C)c1nc2c(c(-c3ccc(F)cc3)n1)CNCC2";"Ki";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"29.09";"0.54";"5.07";"21.95";"0";"CHEMBL934032";"Displacement of [3H]ketanserin from human recombinant 5HT2A receptor expressed in mouse NIH3T3 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL224";"Serotonin 2a (5-HT2a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141597";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307716";"";"";"";"5.0"
"CHEMBL271212";"";"None";"297.38";"0";"3.59";"18b";"Fc1ccc(-c2nc(C3CCCC3)nc3c2CNCC3)cc1";"Ki";"'='";"2.2";"nM";"8.66";"";"";"UO_0000065";"29.11";"0.54";"5.07";"22.90";"0";"CHEMBL934032";"Displacement of [3H]ketanserin from human recombinant 5HT2A receptor expressed in mouse NIH3T3 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL224";"Serotonin 2a (5-HT2a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141597";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307716";"";"";"";"2.2"
"CHEMBL271418";"";"None";"383.42";"0";"4.44";"35j";"FC(F)(F)c1ccc(-c2nc(Cc3ccccc3)nc3c2CCNCC3)cc1";"Ki";"'='";"0.8";"nM";"9.10";"";"";"UO_0000065";"23.73";"0.44";"4.66";"24.06";"0";"CHEMBL934032";"Displacement of [3H]ketanserin from human recombinant 5HT2A receptor expressed in mouse NIH3T3 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL224";"Serotonin 2a (5-HT2a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141597";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307716";"";"";"";"0.8"
"CHEMBL3402656";"";"None";"293.88";"0";"4.23";"(-)-5l";"CN(C)[C@@H]1Cc2ccccc2[C@@H](C2CCCCC2)C1.Cl";"Ki";"'='";"20.0";"nM";"7.70";"";"";"UO_0000065";"29.91";"0.55";"3.47";"237.62";"0";"CHEMBL3406942";"Displacement of [3H]Ketanserin from human 5-HT2A receptor expressed in HEK293 cells by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL224";"Serotonin 2a (5-HT2a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3400036";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"CHEMBL3307715";"";"";"";"20.0"
"CHEMBL202780";"";"None";"363.57";"0";"4.53";"12b";"CC(C)(CCCN1CC[C@@H]2CCCC[C@H]2C1)S(=O)(=O)c1ccccc1";"Ki";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"15.68";"0.31";"1.17";"15.25";"0";"CHEMBL865589";"Displacement of [3H]ketanserin from the cloned human 5-HT2A receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL224";"Serotonin 2a (5-HT2a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139656";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3308072";"";"";"";"2000.0"
"CHEMBL383694";"";"None";"268.16";"0";"1.57";"8b";"C[C@@H]1CNC[C@@H]2Cc3ccc(Br)nc3N21";"Ki";"'='";"58.0";"nM";"7.24";"";"";"UO_0000065";"26.99";"0.66";"5.67";"25.70";"0";"CHEMBL861242";"Displacement of [125I]DOI from human recombinant 5HT2A receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL224";"Serotonin 2a (5-HT2a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139653";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3308072";"";"";"";"58.0"
"CHEMBL203393";"";"None";"268.16";"0";"1.57";"7b";"C[C@@H]1CNC[C@H]2Cc3ccc(Br)nc3N21";"Ki";"'='";"53.0";"nM";"7.28";"";"";"UO_0000065";"27.13";"0.66";"5.71";"25.84";"0";"CHEMBL861242";"Displacement of [125I]DOI from human recombinant 5HT2A receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL224";"Serotonin 2a (5-HT2a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139653";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3308072";"";"";"";"53.0"
"CHEMBL206333";"";"None";"257.26";"0";"1.82";"14";"C[C@@H]1CNC[C@H]2Cc3ccc(C(F)(F)F)nc3N21";"Ki";"'='";"43.0";"nM";"7.37";"";"";"UO_0000065";"28.63";"0.56";"5.55";"26.16";"0";"CHEMBL861242";"Displacement of [125I]DOI from human recombinant 5HT2A receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL224";"Serotonin 2a (5-HT2a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139653";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3308072";"";"";"";"43.0"
"CHEMBL3402662";"";"None";"355.83";"0";"4.71";"(+)-5i";"CN(C)[C@H]1Cc2ccccc2[C@H](c2ccc(C(F)(F)F)cc2)C1.Cl";"Ki";"'='";"210.0";"nM";"6.68";"";"";"UO_0000065";"20.91";"0.40";"1.97";"206.10";"0";"CHEMBL3406942";"Displacement of [3H]Ketanserin from human 5-HT2A receptor expressed in HEK293 cells by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL224";"Serotonin 2a (5-HT2a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3400036";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"CHEMBL3307715";"";"";"";"210.0"
"CHEMBL55079";"";"None";"429.31";"1";"5.79";"25";"Cc1ncccc1Oc1ccc(NC(=O)N2CCc3c2cc(Cl)c(C)c3Cl)cn1";"Ki";"'='";"63.1";"nM";"7.20";"";"";"UO_0000065";"16.77";"0.34";"1.41";"10.69";"0";"CHEMBL616879";"Binding affinity towards human cloned 5-hydroxytryptamine 2A receptor of HEK293 cells by displacement of [3H]ketanserin";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL224";"Serotonin 2a (5-HT2a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133064";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"CHEMBL3307715";"";"";"";"-7.2"
"CHEMBL74887";"";"None";"423.27";"0";"4.53";"2b";"O=C(c1ccc(F)cc1)C1CCN(Cc2cccc(I)c2)CC1";"Ki";"'='";"12.7";"nM";"7.90";"";"";"UO_0000065";"18.66";"0.47";"3.37";"38.88";"0";"CHEMBL617090";"Tested on genetically transfected COS7 cell membranes selectively expressing human 5-hydroxytryptamine 2A receptor, using [3H]ketanserin as radioligand";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"COS-7";"None";"";"";"";"CHEMBL224";"Serotonin 2a (5-HT2a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135426";"1";"Scientific Literature";"J Med Chem";"2002";"CHEMBL3307648";"";"";"";"12.7"
"CHEMBL54560";"";"None";"460.48";"1";"5.91";"24";"CSc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2";"Ki";"'='";"251.19";"nM";"6.60";"";"";"UO_0000065";"14.33";"0.28";"0.69";"9.80";"0";"CHEMBL616879";"Binding affinity towards human cloned 5-hydroxytryptamine 2A receptor of HEK293 cells by displacement of [3H]ketanserin";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL224";"Serotonin 2a (5-HT2a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133064";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"CHEMBL3307715";"";"";"";"-6.6"
"CHEMBL296791";"";"None";"369.37";"0";"4.30";"33";"CSc1cc2c(cc1OC(F)(F)F)N(C(=O)Nc1cccnc1)CC2";"Ki";"'='";"3162.28";"nM";"5.50";"";"";"UO_0000065";"14.89";"0.30";"1.20";"10.10";"0";"CHEMBL616876";"Binding affinity towards human 5-hydroxytryptamine 2A receptor expressed in HEK 293 cells using [3H]ketanserin as radioligand";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL224";"Serotonin 2a (5-HT2a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131637";"1";"Scientific Literature";"J Med Chem";"1998";"CHEMBL3307715";"";"";"";"-5.5"
"CHEMBL291510";"";"None";"414.39";"1";"5.19";"13";"Cc1ncccc1Oc1ccc(NC(=O)N2CCc3ccc(C(F)(F)F)cc32)cn1";"Ki";"'='";"158.49";"nM";"6.80";"";"";"UO_0000065";"16.41";"0.31";"1.61";"10.10";"0";"CHEMBL616879";"Binding affinity towards human cloned 5-hydroxytryptamine 2A receptor of HEK293 cells by displacement of [3H]ketanserin";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL224";"Serotonin 2a (5-HT2a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133064";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"CHEMBL3307715";"";"";"";"-6.8"
"CHEMBL605405";"";"None";"302.42";"0";"4.57";"(Z)-3(2)";"Cc1ccc2c(c1)c1c(n2/C=C\c2ccccc2)CCN(C)C1";"Ki";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"29.76";"0.53";"4.43";"110.16";"0";"CHEMBL1038008";"Displacement of [3H]Ketanserin from human recombinant 5HT2A receptor expressed in CHO-K1 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL224";"Serotonin 2a (5-HT2a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153163";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3307512";"";"";"";"9.0"
"CHEMBL1085615";"";"None";"442.47";"0";"3.33";"10j";"Cn1nccc1-c1cc(NC(=O)c2ccc(F)c(F)c2)ccc1OCCN1CCOCC1";"Ki";"'='";"4.1";"nM";"8.39";"";"";"UO_0000065";"18.96";"0.36";"5.06";"12.22";"0";"CHEMBL1118328";"Displacement of [125I]DOI from human recombinant 5HT2A receptor expressed in HEK293 cells by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL224";"Serotonin 2a (5-HT2a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155506";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307715";"";"";"";"4.1"
"CHEMBL1084865";"";"None";"521.93";"1";"3.82";"10m";"Cn1ncc(Cl)c1-c1cc(NC(=O)c2cccc(C(F)(F)F)c2)ccc1OCCN1CCNC(=O)C1";"Ki";"'='";"5.3";"nM";"8.28";"";"";"UO_0000065";"15.86";"0.31";"4.46";"9.35";"0";"CHEMBL1118328";"Displacement of [125I]DOI from human recombinant 5HT2A receptor expressed in HEK293 cells by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL224";"Serotonin 2a (5-HT2a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155506";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307715";"";"";"";"5.3"
