"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL383694";"";"None";"268.16";"0";"1.57";"8b";"C[C@@H]1CNC[C@@H]2Cc3ccc(Br)nc3N21";"Ki";"'='";"166.0";"nM";"6.78";"";"";"UO_0000065";"25.28";"0.62";"5.21";"24.08";"0";"CHEMBL861243";"Displacement of [3H]5HT from human recombinant 5HT2B receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1833";"Serotonin 2b (5-HT2b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139653";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3308072";"";"";"";"166.0"
"CHEMBL3402681";"";"None";"363.93";"1";"5.36";"(+)-5n";"CN(C)[C@H]1Cc2ccccc2[C@H](c2cccc(-c3ccccc3)c2)C1.Cl";"Ki";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"20.46";"0.37";"1.34";"206.76";"0";"CHEMBL3406943";"Displacement of [3H]Mesulergine from human 5-HT2B receptor expressed in HEK293 cells by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1833";"Serotonin 2b (5-HT2b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3400036";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"CHEMBL3307715";"";"";"";"200.0"
"CHEMBL3402683";"";"None";"322.28";"0";"4.35";"(+)-5o";"CN(C)[C@H]1Cc2ccccc2[C@H](c2ccccc2Cl)C1.Cl";"Ki";"'='";"710.0";"nM";"6.15";"";"";"UO_0000065";"21.51";"0.42";"1.80";"189.78";"0";"CHEMBL3406943";"Displacement of [3H]Mesulergine from human 5-HT2B receptor expressed in HEK293 cells by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1833";"Serotonin 2b (5-HT2b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3400036";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"CHEMBL3307715";"";"";"";"710.0"
"CHEMBL55292";"";"None";"456.42";"1";"5.13";"26";"Cc1ncccc1Oc1ccc(NC(=O)N2CCc3c2cc(C(F)(F)F)c2c3CCO2)cn1";"Ki";"'='";"63.1";"nM";"7.20";"";"";"UO_0000065";"15.77";"0.30";"2.07";"9.40";"0";"CHEMBL617786";"Binding affinity towards human cloned 5-HT2B receptor of HEK293 cells by displacement of [3H]5-HT";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1833";"Serotonin 2b (5-HT2b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133064";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"CHEMBL3307715";"";"";"";"-7.2"
"CHEMBL2442274";"";"None";"305.13";"0";"1.93";"3e";"N=C1NC(=O)/C(=C\c2c[nH]c3c(Br)cccc23)N1";"Ki";"'='";"457.0";"nM";"6.34";"";"";"UO_0000065";"20.78";"0.48";"4.41";"7.85";"0";"CHEMBL2445946";"Displacement of [3H]LSD from human recombinant 5HT2B receptor stably expressed in HEK cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1833";"Serotonin 2b (5-HT2b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2440075";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"CHEMBL3307715";"";"";"";"457.0"
"CHEMBL3092755";"";"None";"288.74";"0";"1.73";"6";"Cl.NC(N)=NC(=O)c1ccc2c(c1)[nH]c1ccccc12";"Ki";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"31.71";"0.58";"6.27";"8.23";"0";"CHEMBL3095680";"Displacement of [3H]Mesulergine from human 5-HT2B receptor expressed in HEK293 cells by liquid scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1833";"Serotonin 2b (5-HT2b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091369";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"CHEMBL3307715";"";"";"";"10.0"
"CHEMBL3092753";"";"None";"251.29";"0";"1.67";"4";"NC(N)=NC(=O)c1ccc2c(c1)Cc1ccccc1-2";"Ki";"'='";"1.8";"nM";"8.74";"";"";"UO_0000065";"34.80";"0.63";"7.07";"10.73";"0";"CHEMBL3095680";"Displacement of [3H]Mesulergine from human 5-HT2B receptor expressed in HEK293 cells by liquid scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1833";"Serotonin 2b (5-HT2b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091369";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"CHEMBL3307715";"";"";"";"1.8"
"CHEMBL2442277";"";"None";"319.16";"0";"2.27";"3o";"CN1C(=N)N/C(=C/c2c[nH]c3c(Br)cccc23)C1=O";"Ki";"'='";"593.0";"nM";"6.23";"";"";"UO_0000065";"19.51";"0.45";"3.96";"8.65";"0";"CHEMBL2445946";"Displacement of [3H]LSD from human recombinant 5HT2B receptor stably expressed in HEK cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1833";"Serotonin 2b (5-HT2b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2440075";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"CHEMBL3307715";"";"";"";"593.0"
"CHEMBL594469";"";"None";"345.39";"0";"2.97";"scheme 3, 28";"Fc1ccc(F)c(CO[C@H]2CCc3ccc(N4CCNCC4)nc32)c1";"Ki";"'='";"153.0";"nM";"6.82";"";"";"UO_0000065";"19.73";"0.37";"3.85";"18.23";"0";"CHEMBL1069955";"Displacement of [125I]DOI from human 5HT2B receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1833";"Serotonin 2b (5-HT2b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153119";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3308072";"";"";"";"153.0"
"CHEMBL374660";"";"None";"300.28";"0";"2.20";"56";"CCOc1cc2c(c(C(F)(F)F)c1)C(=O)N1CCNC[C@@H]21";"Ki";"'='";"1300.0";"nM";"5.89";"";"Antagonist";"UO_0000065";"19.60";"0.38";"3.69";"14.16";"0";"CHEMBL918966";"Displacement of [3H]LSD from human recombinant 5HT2B expressed in HEK293E cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293E";"None";"";"";"";"CHEMBL1833";"Serotonin 2b (5-HT2b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142951";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"ANTAGONIST";"";"1300.0"
"CHEMBL392760";"";"None";"380.88";"0";"2.74";"11q";"NCCc1cn(S(=O)(=O)c2c(Cl)nc3sccn23)c2ccccc12";"Ki";"'='";"458.0";"nM";"6.34";"";"";"UO_0000065";"16.64";"0.36";"3.60";"7.69";"0";"CHEMBL900204";"Inhibition of human 5HT2B receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1833";"Serotonin 2b (5-HT2b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138245";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3308072";"";"";"";"458.0"
"CHEMBL300618";"";"None";"414.39";"0";"4.67";"2";"O=C(Nc1ccc(OCc2ccccn2)nc1)N1CCc2cc(C(F)(F)F)ccc21";"Ki";"'='";"398.11";"nM";"6.40";"";"";"UO_0000065";"15.44";"0.29";"1.73";"9.50";"0";"CHEMBL617787";"In vitro binding affinity at human cloned 5-hydroxytryptamine 2B receptor of HEK293 cells by [3H]5-HT displacement.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1833";"Serotonin 2b (5-HT2b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133278";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"CHEMBL3307715";"";"";"";"-6.4"
"CHEMBL157910";"";"None";"450.78";"0";"3.87";"24";"COc1ccc(S(=O)(=O)Nc2cc(Cl)cc(Cl)c2Cl)cc1N1CCNCC1";"Ki";"'='";"1995.26";"nM";"5.70";"";"";"UO_0000065";"12.64";"0.29";"1.83";"8.07";"0";"CHEMBL617790";"Compound was evaluated for binding affinity against human cloned 5-HT2B receptor in HEK 293 cells using [3H]5-HT as the radioligand";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1833";"Serotonin 2b (5-HT2b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134050";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"CHEMBL3307715";"";"";"";"5.7"
"CHEMBL310656";"";"None";"389.45";"0";"1.73";"4";"COc1ccc(OC)c(C(=O)CCCCN2CCC3(CC2)NC(=O)NC3=O)c1";"Ki";"'='";"125.89";"nM";"6.90";"";"";"UO_0000065";"17.72";"0.34";"5.17";"7.12";"0";"CHEMBL617791";"Displacement of [3H]-5-5HT from human cloned 5-hydroxytryptamine 2B receptor expressed in CHO-K1 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1833";"Serotonin 2b (5-HT2b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128924";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1996";"CHEMBL3307512";"";"";"";"-6.9"
"CHEMBL53152";"";"None";"493.28";"1";"5.95";"18";"Cc1ncccc1Oc1ccc(NC(=O)N2CCc3cc(Br)c(C(F)(F)F)cc32)cn1";"Ki";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"14.19";"0.31";"1.05";"10.39";"0";"CHEMBL617786";"Binding affinity towards human cloned 5-HT2B receptor of HEK293 cells by displacement of [3H]5-HT";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1833";"Serotonin 2b (5-HT2b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133064";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"CHEMBL3307715";"";"";"";"-7.0"
"CHEMBL55964";"";"None";"408.89";"1";"5.44";"35";"Cc1cc2c(cc1Cl)N(C(=O)Nc1cnc(Oc3cccnc3C)c(C)c1)CC2";"Ki";"'='";"31.62";"nM";"7.50";"";"";"UO_0000065";"18.34";"0.35";"2.06";"11.14";"0";"CHEMBL617786";"Binding affinity towards human cloned 5-HT2B receptor of HEK293 cells by displacement of [3H]5-HT";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1833";"Serotonin 2b (5-HT2b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133064";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"CHEMBL3307715";"";"";"";"-7.5"
"CHEMBL408155";"";"None";"285.37";"0";"3.23";"18c";"CC(C)(C)c1nc2c(c(-c3ccc(F)cc3)n1)CNCC2";"Ki";"'='";"70.0";"nM";"7.16";"";"";"UO_0000065";"25.07";"0.47";"3.92";"18.92";"0";"CHEMBL934033";"Displacement of [3H]mesulergine from human recombinant 5HT2B receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1833";"Serotonin 2b (5-HT2b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141597";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3308072";"";"";"";"70.0"
"CHEMBL234531";"";"None";"450.91";"0";"4.90";"27";"COc1ccc(N2Cc3c(F)c(F)cc(Cl)c3C2=O)cc1OCCN1CCC(C)CC1";"Ki";"'='";"125.89";"nM";"6.90";"";"";"UO_0000065";"15.30";"0.30";"2.00";"16.42";"0";"CHEMBL889870";"Displacement of [3H]5-HT from 5HT2B receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1833";"Serotonin 2b (5-HT2b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146272";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307715";"";"";"";"-6.9"
"CHEMBL220274";"";"None";"256.23";"0";"1.81";"20";"O=C1c2c(cccc2C(F)(F)F)C2CNCCN12";"Ki";"'='";"249.0";"nM";"6.60";"";"Antagonist";"UO_0000065";"25.77";"0.50";"4.79";"20.42";"0";"CHEMBL918966";"Displacement of [3H]LSD from human recombinant 5HT2B expressed in HEK293E cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293E";"None";"";"";"";"CHEMBL1833";"Serotonin 2b (5-HT2b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142951";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"ANTAGONIST";"";"249.0"
"CHEMBL234947";"";"None";"488.42";"1";"5.52";"10";"COc1ccc(N2Cc3c(c4cc(Cl)c(Cl)cc4n3C)C2=O)cc1OCCN1CCCCC1";"Ki";"'='";"199.53";"nM";"6.70";"";"";"UO_0000065";"13.72";"0.28";"1.18";"14.27";"0";"CHEMBL889894";"Displacement of [3H]5-HT from human 5HT2B receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1833";"Serotonin 2b (5-HT2b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146275";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307715";"";"";"";"-6.7"
"CHEMBL396505";"";"None";"400.91";"0";"4.37";"14";"COc1ccc(N2Cc3cccc(Cl)c3C2=O)cc1OCCN1CCCCC1";"Ki";"'='";"316.23";"nM";"6.50";"";"";"UO_0000065";"16.21";"0.32";"2.13";"15.47";"0";"CHEMBL889870";"Displacement of [3H]5-HT from 5HT2B receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1833";"Serotonin 2b (5-HT2b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146272";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307715";"";"";"";"-6.5"
"CHEMBL7257";"MEBUFOTENIN";"2.0";"218.30";"0";"2.28";"18";"COc1ccc2[nH]cc(CCN(C)C)c2c1";"Ki";"'='";"52.0";"nM";"7.28";"";"";"UO_0000065";"33.37";"0.62";"5.00";"25.77";"0";"CHEMBL863543";"Displacement of [125I]DOI from cloned human 5HT2B receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1833";"Serotonin 2b (5-HT2b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148572";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3308072";"";"";"";"52.0"
"CHEMBL206618";"";"None";"261.37";"0";"1.90";"21";"CCO[C@H](C)c1ccc2c(n1)N1[C@@H](CNC[C@H]1C)C2";"Ki";"'='";"1306.0";"nM";"5.88";"";"";"UO_0000065";"22.51";"0.42";"3.98";"15.74";"0";"CHEMBL861243";"Displacement of [3H]5HT from human recombinant 5HT2B receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1833";"Serotonin 2b (5-HT2b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139653";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3308072";"";"";"";"1306.0"
"CHEMBL4209942";"";"None";"335.43";"0";"3.96";"15";"Oc1ccccc1C1=NC(Cc2c[nH]cn2)C(c2ccccc2)S1";"Ki";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"20.87";"0.40";"3.04";"11.42";"0";"CHEMBL4192989";"Displacement of [3H]-LSD from human 5-HT2B receptor expressed in HEK cells after 90 mins by microbeta scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1833";"Serotonin 2b (5-HT2b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4190286";"1";"Scientific Literature";"J Nat Prod";"2017";"None";"";"";"";"100.0"
"CHEMBL3895972";"";"None";"250.77";"0";"2.70";"20c";"CC1(C)Cc2cccc(Cl)c2N2CCNCC21";"Ki";"'='";"6.31";"nM";"8.20";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3871854";"Displacement of [125I]DOI from recombinant human 5-HT2B receptor expressed in HEK293 cell membranes after 1 hr by scintillation counting";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1833";"Serotonin 2b (5-HT2b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3871286";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"CHEMBL3307715";"";"";"";"8.2"
"CHEMBL3402675";"";"None";"322.28";"0";"4.35";"(-)-5b";"CN(C)[C@@H]1Cc2ccccc2[C@@H](c2cccc(Cl)c2)C1.Cl";"Ki";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"26.32";"0.51";"3.17";"232.19";"0";"CHEMBL3406943";"Displacement of [3H]Mesulergine from human 5-HT2B receptor expressed in HEK293 cells by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1833";"Serotonin 2b (5-HT2b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3400036";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"CHEMBL3307715";"";"";"";"30.0"
"CHEMBL3402655";"";"None";"321.94";"1";"5.01";"(+)-5m";"CN(C)[C@H]1Cc2ccccc2[C@H](C2CCCCCCC2)C1.Cl";"Ki";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"25.91";"0.48";"2.39";"228.33";"0";"CHEMBL3406943";"Displacement of [3H]Mesulergine from human 5-HT2B receptor expressed in HEK293 cells by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1833";"Serotonin 2b (5-HT2b) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3400036";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"CHEMBL3307715";"";"";"";"40.0"
